time,cpu_temp,gpu_temp,fan_rpm,kernel_task_cpu,total_cpu,display_count,external_disks,gpu_mode,evaluation
2026-06-07 11:31:15,76.89,35.00,3072,3.0,33.0,1,0,Unknown,ok: 运行平稳
2026-06-07 11:31:34,73.42,35.00,3058,6.7,40.63,1,0,Unknown,ok: 运行平稳
2026-06-07 11:31:54,73.52,35.00,3034,13.1,56.06999999999999,1,0,Unknown,ok: 运行平稳
2026-06-07 11:32:14,78.12,35.00,3074,10.4,44.849999999999994,1,0,Unknown,ok: 运行平稳
2026-06-07 11:32:34,78.05,35.00,3179,17.7,40.93,1,0,Unknown,ok: 运行平稳
2026-06-07 11:32:54,76.05,35.00,3210,17.0,39.47,1,0,Unknown,ok: 运行平稳
2026-06-07 11:33:13,75.55,35.00,3250,19.9,17.810000000000002,1,0,Unknown,ok: 运行平稳
2026-06-07 11:33:33,78.47,35.00,3250,8.5,41.84,1,0,Unknown,ok: 运行平稳
2026-06-07 11:33:52,75.37,35.00,3234,19.2,31.509999999999998,1,0,Unknown,ok: 运行平稳
